sentence_id,Verdict,score,Text,reasoning
23456,1,0.0,"Ladies and gentlemen, that's just not true what he said.",This sentence does not contain any factual claims that are checkworthy. It is a statement of opinion and does not provide any information that can be fact-checked using publicly available data.
9355,1,0.0,"And coal, coal production is not up; coal jobs are not up.","This sentence contains two factual claims, but they are not checkworthy because they are not salient to the general public. Coal production and coal jobs are not significant topics of public interest, and their current states can be easily found through a simple web search. Therefore, fact-checking these claims would not provide any value to the general public."
34170,1,0.0,I guess he believes it makes him look better now to contrast with me because I did vote for it.,"This sentence contains no factual claims and is purely speculative in nature, making it non-checkworthy."
16088,1,0.0,"But let me simply say for the record, I did not vote to cut COLAs.",This statement is not checkworthy as it is an assertion of the speaker's actions and does not contain any factual claims that can be verified using publicly available information.
2217,1,0.0,They'll have at least two plans.,"This sentence does not contain any factual claims that are checkworthy or salient to the general public. It only expresses a prediction or assumption about future actions, which is not a fact that can be verified or falsified using publicly available information."
33833,1,0.0,"And that was now all on tape, started by her.",This sentence does not contain any factual claims that are checkworthy. It only describes an action (started by her) without providing any specific information about what was on the tape or who 'her' is.
27122,1,0.0,"But look, this has been going on for a year.","This sentence is non check-worthy as it only contains a statement about the duration of an event, which is a trivial factual claim."
14394,1,0.0,We gave Ambassador Glaspie written instructions.,"This sentence does not contain any factual claims that are checkworthy or salient to the general public. It only mentions the act of giving written instructions, which is a trivial factual claim."
32690,1,0.0,"I don't like Assad at all, but Assad is killing ISIS.",This sentence contains a subjective statement 'I don't like Assad at all' which makes it non-checkworthy.
27956,1,0.0,And we're retaining our workers for the jobs of tomorrow.,This sentence is non-checkworthy as it contains a subjective statement'retaining our workers' and a vague statement 'jobs of tomorrow'. There is no clear factual claim that can be checked using publicly available information.
32877,1,0.0,And he is supporting me 100 percent.,"This sentence contains a subjective claim about the level of support between two individuals, which cannot be fact-checked using publicly available information."
16014,1,0.0,I learned that the hard way and the Governor and I both supported slipping the COLAs for one year.,"This sentence does not contain any factual claims that are checkworthy. It only mentions the speaker's personal experience and the support of the Governor, which are subjective and not publicly verifiable."
12695,1,0.0,We are quarantining Mr. Castro today.,This sentence is non check-worthy as it only contains a statement about an action being taken on a specific person (Mr. Castro) without providing any factual information that can be verified publicly.
13602,1,0.0,"On this, as on so many other issues, I have a fundamental difference from the present administration.",This sentence expresses a subjective opinion and does not contain any factual claims that are checkworthy.
17602,1,0.0,"All of those are legally deductions, deductible in computing your tax, and it was a 1-year thing with him.","This sentence does not contain any factual claims that are checkworthy. It only describes the tax deductions as 'legally deductible' and a '1-year thing,' which are trivial factual claims. Additionally, it contains the subjective statement 'it was a 1-year thing with him,' which is not verifiable using publicly available information."
21697,1,0.0,"Therefore I support the Brady bill which would impose a national waiting period unless and until a state did what only Virginia has done now, which is to automate its records.",This sentence expresses a personal opinion and does not contain any factual claims that can be checked using publicly available information.
13706,1,0.0,"Admit it, that Arkansas is doing very, very badly against any standard -- environment, support for police officers, whatever it is.","This sentence contains a subjective statement 'doing very, very badly' and a vague claim 'whatever it is'. It does not contain any factual claims that can be checked using publicly available information."
32182,1,0.0,"In '17, it implodes by itself.",This sentence is non check-worthy as it contains a statement about an event in the past that is not factual and not salient to the general public. It is also not possible to fact-check this statement using publicly available information.
3013,1,0.0,"As a matter of fact, Iran is gonna get eighty F-14s before we even meet our own Air Force orders for F-l4s.","This statement contains a factual claim, but it is not check-worthy because it is not salient to the general public. The claim is about a specific military transaction between Iran and the United States, and it is not a widely known or significant fact. Additionally, the claim is not publicly verifiable as the information about Iran's order for F-14s may not be available to the public."
21076,1,0.0,"Now, Social Security has never done that.","This sentence contains a factual claim, but it is not checkworthy because it is not salient to the general public. Social Security's past actions are not a matter of public interest unless they have significant implications for the future of the program or for a large number of people. In this case, the sentence does not provide enough context or information to determine whether the claim is important or not."
33950,1,0.0,We have the highest rating from the watchdogs that follow foundations.,"This sentence is non-checkworthy as it contains a subjective claim ('highest rating') and it is not clear which watchdogs are being referred to, making it difficult to fact-check using publicly available information."
24439,1,0.0,"I urged the president to support this air cover, and he did--and I applaud that.",This sentence contains a subjective statement ('I applaud that') and an opinion ('I applaud') which makes it non check-worthy.
16157,1,0.0,The farm payments are going down because the agricultural economy is coming back.,This sentence is non check-worthy because it contains a subjective statement ('the agricultural economy is coming back') and a causal claim ('The farm payments are going down because of the agricultural economy coming back') that would require extensive context and analysis to fact-check using publicly available information.
22858,1,0.0,He was deceiving the inspectors.,"This sentence is non check-worthy as it only contains a subjective statement about someone's actions, which cannot be fact-checked using publicly available information."
25351,1,0.0,"It's now 121/4, and I predict it'll be coming down a little more shortly.","This sentence contains a prediction, which is subjective and not factual. Therefore, it is not check-worthy."
6127,1,0.0,"Now, Joe, you're rich, congratulations, and you will then fall into the category where you'll have to pay a fine if you don't provide health insurance that Senator Obama mandates, not the kind that you think is best for your family, your children, your employees, but the kind that he mandates for you.",This sentence contains no factual claims that are checkworthy. It is an opinionated statement about a potential future law and a hypothetical situation.
13521,1,0.0,Every other ca- African country either abstained or voted against us.,This sentence is non check-worthy as it only contains a subjective statement ('us') and a vague reference to 'every other African country'. It does not contain any factual claims that can be verified using publicly available information.
13678,1,0.0,"Let me remind you it was a Democratic tax increase, and I didn't want to do it and I went along with it.",This sentence is non-checkworthy as it contains a subjective statement and an opinion-centered claim about a political decision made by a specific individual.
25503,1,0.0,"And, as a matter of fact, the previous administration stood by and so did I -- not that I could have done anything in my position at that time -- but for this revolution to take place.",This sentence is non check-worthy as it contains no factual claims that are salient to the general public. It only expresses opinions and past actions that do not have publicly available information to fact-check.
10768,1,0.0,Senator Obama's secret that you don't know is that his tax increases will increase taxes on 50 percent of small business revenue.,"This sentence contains a claim about Senator Obama's tax increases and their impact on small businesses. However, it is not clear what is meant by '50 percent of small business revenue.' Without more context or specific information, it would be difficult to fact-check this claim using publicly available information. Therefore, it is not check-worthy."
32440,1,0.0,But I have no loans with Russia.,"This statement is a denial of a potential factual claim, but it is not checkworthy because it is not a factual claim in and of itself. It only asserts that there are no loans with Russia, but it does not provide any information about the existence or non-existence of such loans in the first place. Therefore, it is not a fact that can be fact-checked using publicly available information."
20107,1,0.0,I said that I would work for tax relief for middle class Americans.,"This sentence is non-checkworthy as it is a statement of intent or promise, which is subjective and not factual."
8200,1,0.0,The same is true of highways.,This sentence is non-checkworthy as it only contains a trivial factual claim that highways are true of highways.
23416,1,0.0,"And the way I pay for it -- I'm not fiscally irresponsible -- is I roll back the tax cut this president so fiercely wants to defend, the one for him and me and Charlie.",This sentence is non check-worthy as it only contains opinion-centered statements and does not contain any factual claims that can be checked using publicly available information.
14827,1,0.0,And my tax cut does not come close to eliminating that $86 billion increase.,"This sentence contains a claim about a tax cut and an $86 billion increase, but it does not provide enough context or specificity to fact-check. Without knowing which tax cut is being referred to and the exact nature of the $86 billion increase, it is impossible to determine the factual accuracy of the statement."
23821,1,0.0,"I was not put on the ballot by either of the 2 parties; I was not put on the ballot by any PAC money, by any foreign lobbyist money, by any special interest money.",This sentence is non-checkworthy as it only contains statements about the speaker's personal experiences and does not contain any factual claims that can be verified using publicly available information.
6022,1,20.0,"So Senator Obama, who has never traveled south of our border, opposes the Colombia Free Trade Agreement.","This sentence contains a factual claim about Senator Obama's travel history, but it is not salient to the general public as it is specific to him and does not have broader implications. Additionally, the claim about his opposition to the Colombia Free Trade Agreement is also factual but not directly related to the check-worthiness of the sentence as a whole."
24368,1,0.0,We are the one that worked out the prison labor deal.,This sentence is non check-worthy as it is a subjective claim and does not contain any factual information that can be verified using publicly available information.
3582,1,0.0,Do you know that it's tripled in the last five years?,This sentence is non check-worthy as it contains a question and a subjective statement 'it's tripled' without providing any factual information.
9248,1,0.0,That's why we doubled fuel efficiency standards on cars.,"This sentence does not contain any factual claims that are checkworthy. It is a statement about an action taken (doubled fuel efficiency standards on cars), but it does not provide any information about the specifics of the action or its impact. Therefore, it is not possible to fact-check this sentence using publicly available information."
16854,1,0.0,"These programs that I described to you earlier - the tax deferrals for overseas, the DISC, and the tax shelters, uh - they only apply to people in the $50 thousand-a-year bracket or up, and I think this is the very best way to approach it.",The sentence only contains an opinionated statement about the'very best way to approach it' and does not provide any factual claims that can be checked.
19153,1,0.0,"Don't forget that, that happened in 1993.","This sentence only contains a reference to a specific historical event and the year it occurred. It does not contain any factual claims that can be checked using publicly available information. Therefore, it is non-checkworthy."
32347,1,0.0,"And the final thing I would say, this is the 10th or 12th time that he's denied being for the war in Iraq.","This sentence is non-checkworthy as it only contains a repetitive statement about someone's denial of being for the war in Iraq, which is a subjective claim and does not provide any factual information that can be verified."
25884,1,0.0,"He cut 112 billion dollars, so we're right on the edge right now.","This sentence contains a factual claim about a specific amount of money being cut, but it is not clear who 'he' refers to or what context this statement is being made in. Without additional context, it is impossible to fact-check this claim using publicly available information."
29695,1,0.0,"So I have, ever since the first day of my campaign, called for criminal justice reform.","This statement is not checkworthy as it is an opinion and a statement about the speaker's actions during their campaign, which cannot be fact-checked using publicly available information."
17556,1,0.0,In 1981 I think he paid about 40 percent in taxes.,This sentence contains a subjective statement about what someone 'thinks' they paid in taxes in a specific year. There is no publicly available information to fact-check this claim.
18774,1,0.0,"Secondly, he said -- my opponent said where he worked to put sanctions on Iran -- we've already sanctioned Iran.","This sentence does not contain any factual claims that are checkworthy. It only mentions what 'he' (presumably a political opponent)'said' about Iran and the imposition of sanctions. There is no new factual information presented in this sentence, and it does not provide any publicly available data that can be fact-checked."
16658,1,0.0,But that doesn't cost any more as far as the federal treasury is concerned.,This sentence does not contain any factual claims that are checkworthy as it only expresses an opinion about the cost to the federal treasury.
1577,1,0.0,We never increased sales taxes or income tax or property tax.,"This sentence is a statement of fact about a specific policy decision made by a government entity. However, it is not check-worthy because it is not possible to fact-check this claim using publicly available information. To fact-check this claim, one would need access to the government's budget records and tax codes, which are not publicly available in their entirety. Additionally, tax policies can be complex and subject to change over time, making it difficult to determine the accuracy of this claim without extensive research. Therefore, this sentence is not check-worthy."
3666,1,0.0,And that's just a fact.,This sentence does not contain any factual claims that are checkworthy or salient to the general public.
1782,1,0.0,And that's exactly what I did.,"This sentence is non-checkworthy as it only contains a first-person statement about an action, which is not factual or salient to the general public."
33347,1,0.0,"They have 4 million American citizen children, 15 million people.","This sentence contains two claims, but neither of them are factual or salient to the general public. The first claim, 'They have 4 million American citizen children,' is subjective and lacks specificity as it does not identify who 'they' are. The second claim, '15 million people,' is a vague and non-specific number that does not provide any context or factual information."
27760,1,0.0,"It's not my term, it's the president's own Secretary of Defense, called them devastating.","This sentence is non-checkworthy as it contains no factual claims that are salient to the general public. The sentence only expresses the opinion of the Secretary of Defense and the speaker's interpretation of that opinion as ""devastating."" There is no publicly available information that can be used to fact-check this statement. Therefore, the score would be 0 with the reasoning that the sentence is non-checkworthy."
28132,1,0.0,"Listen, for 24 years I have never been afraid to take on the big drug companies.",This sentence is non-checkworthy as it is an opinion statement and does not contain any factual claims.
24074,1,0.0,"We collect 35 cents, and we don't have it to spend.",This sentence is non-checkworthy as it only contains a trivial factual claim about having or not having 35 cents to spend.
26971,1,0.0,"You said that, first, we should not have a timeline in Afghanistan.","This sentence does not contain any factual claims that can be checked. It is a statement about a recommendation or opinion, which is not check-worthy."
24603,1,0.0,We've doubled it on research and on every other aspect of it.,This sentence does not contain any factual claims that are checkworthy. It only mentions an action ('doubled it') without specifying what 'it' refers to or providing any quantifiable information.
20428,1,0.0,Today we import one million barrels from Saddam Hussein.,"This sentence is non check-worthy as it contains a factual error and a reference to a specific individual who is not currently importing oil in the quantity mentioned. Saddam Hussein was the former President of Iraq and was overthrown in 2003. Iraq is now a member of OPEC and exports oil on the global market. Therefore, it is not possible to fact-check the claim using publicly available information."
15772,1,0.0,"And the result is, we deployed, and the Soviets kept deploying, and then we negotiated from strength.",This sentence is non-checkworthy as it only contains a statement about past events (deploying and negotiating) and does not contain any factual claims that can be checked using publicly available information.
19342,1,0.0,"That's what Speaker Gingrich and Senator Dole did, not me.",This sentence is a denial of an action and does not contain any factual claims that can be checked using publicly available information.
18338,1,20.0,"Plus, he says the cornerstone of his plan to succeed in Iraq is to call upon nations to serve.","This sentence contains a claim about a specific plan of a person (the speaker in this context), but it is not clear what the plan entails or if it is factual. It is also not clear which nations the speaker is referring to or if they have agreed to serve. Without more context or information, it is difficult to fact-check this claim."
33867,1,0.0,"And frankly, those stories have been largely debunked.","This sentence is non check-worthy as it contains a statement that those stories have been debunked, which is an opinion and not a factual claim that can be fact-checked using publicly available information."
7846,1,0.0,I cannot still understand why this Administration and Mr. Nixon oppose putting medical care for the aged under Social Security to give them some security.,"This sentence contains subjective statements and opinions, and does not contain any factual claims that are checkworthy."
24058,1,0.0,"And I simply don't believe we can afford nor do we need to keep 150,000 troops in Europe given how much the Red Army, now under the control of Russia, has been cut, the arms control agreement concluded between Mr. Bush and Mr. Yeltsin, something I have applauded.","This sentence contains no factual claims that are checkworthy. It only expresses an opinion about the number of troops needed in Europe and the current state of the Russian military, which are subjective statements."
33223,1,0.0,"But we're going to do it in a way that tries to save some of these 33,000 lives that we lose every year.","This sentence does not contain any factual claims that are checkworthy. It is a statement about an intent to save lives, which is subjective and not publicly verifiable."
25987,1,0.0,"They haven't said what's going to happen, whether they're going to have it declared addictive.","This sentence does not contain any factual claims that are checkworthy. It only expresses uncertainty about future actions or declarations, which are not verifiable facts."
10262,1,0.0,And both Governor Romney and I agree actually that we should lower our corporate tax rate.,"This sentence contains no factual claims that are checkworthy. It only expresses an agreement between two individuals, which is subjective and not publicly verifiable."
23332,1,0.0,They don't name him the most liberal in the United States Senate because he hasn't shown up to many meetings.,"This sentence contains a subjective claim ('most liberal') and a statement about an individual's attendance record, which is not publicly verifiable without access to specific data. Therefore, it is non-checkworthy."
24709,1,0.0,"I'm the president that stood up and said, don't mess with Social Security, and I'm not going to and we haven't and we are not going to go after the Social Security recipient.","This sentence is non-checkworthy as it contains a subjective statement ('I'm the president that stood up...') and opinion-centered statements ('I'm not going to...', 'we haven't...', 'we are not going to...'). It also does not contain any factual claims that can be checked using publicly available information."
33415,1,0.0,But what she doesn't say is that President Obama has deported millions and millions of people just the way it is.,This sentence is non-checkworthy as it only contains an opinionated statement about President Obama's actions without providing any factual claims or specific numbers.
15625,1,0.0,"Margaret, may I go back and just say to the vice president that I didn't raid the pension fund of Massachusetts you are dead wrong, George, we didn't do that.","This sentence contains a denial of a claim made by George, but it does not provide any factual information that can be checked. It is an opinionated statement and does not contain any check-worthy claims."
12814,1,0.0,"I would say first of all that we must have in mind the fact that we have been negotiating to get tests inspected and uh - to get an agreement for many, many months.","This sentence is non-checkworthy as it only contains a statement about ongoing negotiations, which is subjective and not factual."
24335,1,0.0,"I mean, that's been done.","This sentence is considered non-checkworthy as it contains no factual claims and is more of a statement of opinion or acknowledgement that something has been done before. There is no publicly available information that can be used to fact-check this statement. Therefore, the score would be 0 with the reasoning that the sentence is non-checkworthy."
6908,1,0.0,"I think they'll choose it, because it's a net plus of $5 billion to them.","This sentence is non check-worthy as it only contains an opinion and a statement about a financial gain, which is a trivial factual claim."
17535,1,0.0,I opposed the grain embargo in my administration.,This statement is a personal opinion of a historical figure and does not contain any factual claims that can be checked using publicly available information.
15398,1,0.0,We're now working on the communications industry.,This sentence is non-checkworthy as it only expresses a current activity without containing any factual claims.
12220,1,0.0,And they have not got it done.,"This sentence does not contain any factual claims that are checkworthy or salient to the general public. It only contains a negation of a past action, which is not factual or salient enough to be checked."
15149,1,0.0,"Now, I have not blocked the SALT II treaty, as Mr. Carter and Mr. Mondale suggest I have.","This sentence is a denial of an accusation, and it does not contain any factual claims that can be checked using publicly available information. It is a non-checkworthy statement."
28498,1,0.0,"You know, we won that conflict in Kosovo without losing a single human life in combat, a single American life in combat.","This statement is not checkworthy as it is an opinion and an overgeneralization. There were indeed American soldiers in Kosovo during the conflict, and while the number of casualties was relatively low compared to other conflicts, it is not accurate to claim that 'zero' American lives were lost in combat."
17788,1,0.0,"But I tell you also now, Social Security has nothing to do with the deficit.",This statement is an opinion and does not contain any factual claims that can be checked using publicly available information.
3132,1,0.0,Those gray-area weapons systems are creating some problems in a - the agreement for a SALT II negotiation.,"This sentence contains multiple issues that make it non-checkworthy. First, it uses the vague term 'those gray-area weapons systems,' which is not defined in the sentence. Second, it mentions 'a - the agreement for a SALT II negotiation,' which is also not clearly defined. Without more context or specific claims, it is difficult to fact-check this sentence using publicly available information."
33378,1,0.0,But Hillary Clinton wanted the wall.,This statement is non-checkworthy as it is an opinion and there is no factual claim that can be verified or falsified with publicly available information.
15239,1,0.0,"With our modern technology, yes, we can burn our coal within the limits of the Clean Air Act.",This sentence is non-checkworthy as it only contains an opinionated statement that modern technology can burn coal within the limits of the Clean Air Act. There is no factual claim that can be checked using publicly available information.
11034,1,0.0,"And I am convinced that my record, going back to my opposition from sending the Marines to Lebanon, to supporting our efforts in Kosovo and Bosnia and the first Gulf War, and my judgment, I think, is something that I'm -- a record that I'm willing to stand on.","This sentence is non-checkworthy as it only contains a subjective statement about the speaker's conviction and record, which cannot be fact-checked using publicly available information."
24846,1,0.0,And we kicked this man out of Kuwait.,"This sentence is non check-worthy as it only contains a past tense statement about an action performed on a specific man, which is not factual enough to be checked using publicly available information."
3014,1,0.0,And the shipment of Spruance-class destroyers to Iran are much more highly sophisticated than the Spruance-class destroyers that are present being delivered to our own Navy.,"This sentence contains a comparison of the sophistication of Spruance-class destroyers being delivered to Iran versus those being delivered to the US Navy. However, without access to specific information about the capabilities and features of these specific ships, it is impossible to fact-check this claim using publicly available information. Therefore, it is non-checkworthy."
13340,1,0.0,I have suggested that the president should be given other weapons to protect the national interest in case of national emergency strikes beyond the injunction provision of the Taft-Hartley Act.,This sentence is non check-worthy as it only contains an opinion-centered statement and a reference to a specific law without providing any factual information that can be checked.
10648,1,0.0,"And I've been supporting those and I know how to fix this economy, and eliminate our dependence on foreign oil, and stop sending $700 billion a year overseas.","This sentence contains multiple subjective claims and no clear factual statements. The speaker claims to know how to fix the economy, eliminate dependence on foreign oil, and stop sending $700 billion a year overseas. These are all opinionated statements and not factual claims that can be checked using publicly available information."
8872,1,0.0,"I'm happy to say that, in contrast to that, the Anderson-Lucey platform for America, program for the 80s, has devoted considerable time, and in very specific detail, we have talked about two things that ought to be done to aid urban America.","This sentence does not contain any factual claims that are checkworthy. It only expresses the speaker's happiness and mentions the Anderson-Lucey platform and its focus on aiding urban America, which is a subjective and opinion-centered statement."
11208,1,0.0,"And once they feel secure, then they lead normal, social, economic, political lives, the same thing that's happening in Iraq today.","This sentence does not contain any factual claims that are checkworthy. It is a statement about what happens after people feel secure, which is a subjective and opinion-centered statement."
27104,1,0.0,"And to the governor's credit, you supported us going into Libya and the coalition that we organized.",This sentence is non-checkworthy as it is an opinionated statement about the governor's actions and does not contain any factual claims that can be verified using publicly available information.
20054,1,0.0,I said in 1992 he didn't extend that courtesy to President Bush.,"This sentence is non check-worthy as it only contains a statement about an action that took place in the past, which is a factual claim but not salient to the general public. There is no publicly available information to fact-check in this sentence. Therefore, the score is 0 and the reasoning is ""The sentence is about a past event that is not check-worthy as it is not salient to the general public and there is no publicly available information to fact-check."""
14591,1,0.0,We are a rising nation.,This statement is subjective and does not contain any factual claims that can be verified using publicly available information.
20530,1,0.0,I said I would make sure that women would be safe who used the drug.,"This sentence does not contain any factual claims that are checkworthy. It is a statement of intent, which is subjective in nature."
29250,1,0.0,Donald thinks that climate change is a hoax perpetrated by the Chinese.,"This statement is non-checkworthy as it is an opinion statement about what Donald thinks, and there is no publicly available information to fact-check."
32804,1,0.0,"And by the way, at the last debate, she lied, because it turned out that she did say the gold standard and she said she didn't say it.",This sentence contains an opinionated statement ('she lied') and a statement about an event ('at the last debate') that is not factual enough to be checkworthy. It does not contain any clear factual claims that can be verified using publicly available information.
24369,1,0.0,We are the ones that lowered the barrier to products with Carla Hill's negotiation.,This sentence is non-checkworthy as it is an opinionated statement and does not contain any factual claims that can be verified using publicly available information.
21592,1,0.0,That happened when I was president.,"This sentence is non-checkworthy as it only contains a subjective statement about when an event occurred, which is not publicly verifiable."
22675,1,0.0,"And, Mr. President, just yesterday the Duelfer report told you and the whole world they worked.","This sentence does not contain any factual claims that are checkworthy. It is a dialogue between two individuals, and the sentence does not provide any factual information that can be verified using publicly available information."
13764,1,0.0,I have had it in every single proposal I've sent to the Congress.,This sentence is non-checkworthy as it only contains a subjective statement about the speaker's past experiences and does not contain any factual claims that can be verified using publicly available information.
19369,1,0.0,All 50 states did it.,This sentence is non check-worthy as it is a vague statement that lacks specificity and factual information.
12017,1,0.0,So we're distributing in our State of Texas for free.,This sentence does not contain any factual claims that are checkworthy. It only states that 'we' are distributing something for free in the State of Texas. This is a subjective statement and does not provide any publicly available information that can be fact-checked.
13184,1,0.0,"As I uh - related a moment ago, the President has always indicated that we must not make the mistake in dealing with the dictator of indicating that we are going to make a concession at the point of a gun.",This sentence is non-checkworthy as it only contains opinion-centered statements and does not contain any factual claims that can be checked using publicly available information.
17645,1,0.0,"It has begun to decline, but it is still going up.",This sentence contains a subjective statement 'it is still going up' and a vague statement 'it has begun to decline'. It is not clear what 'it' refers to and there is no factual claim that can be checked publicly.
19734,1,0.0,I've supported the President when I thought he was right on Bosnia.,This sentence is non-checkworthy as it contains a subjective statement 'I've supported' and a reference to personal opinion 'when I thought he was right' about the President's actions in Bosnia.
13693,1,0.0,"Now look, he says Arkansas's a poor state.","This sentence only contains a statement about what someone says, which is subjective and opinion-centered. It does not contain any factual claims that are check-worthy."
7159,1,0.0,"The No Child Left Behind Act says, ""We'll raise standards.",This sentence is non check-worthy as it is a statement of intent and does not contain any factual claims that can be verified using publicly available information.
2371,1,0.0,"Instead, it's gone up by that amount.",The sentence is not check-worthy due to the lack of sufficient context to determine the factual content of the claim.
34116,1,0.0,Now we're fighting again to get Mosul.,"This sentence is non check-worthy as it only contains a statement about ongoing conflict in Mosul, which is a subjective and opinion-centered statement. There is no clear factual claim that can be fact-checked using publicly available information."
13772,1,0.0,"I've spoken out over and over again against antisemitism and racism, and I think my record as a member of Congress speaks for itself on that.",This sentence is non-checkworthy as it is an opinion statement about the speaker's record and does not contain any factual claims that can be verified using publicly available information.
21450,1,0.0,"I'm spending my money -- not PAC money, not foreign money, my money -- to take this message to the people.","This sentence is non-checkworthy as it only contains a statement about the speaker's actions with their own money, which is a trivial factual claim."
26208,1,0.0,Because you got a big tax increase.,"This sentence is non check-worthy as it only contains a statement about a specific individual's financial situation, which is not factual or salient to the general public."
3726,1,0.0,That is a multi-year project.,This sentence is not checkworthy as it is a subjective statement and does not contain any factual claims.
23102,1,0.0,It's in my health-care proposal.,"This sentence does not contain any factual claims that are checkworthy or salient to the general public. It only mentions a 'health-care proposal,' which is a subjective and vague term that does not provide enough information to fact-check."
1111,1,0.0,I got a- a complete report back from those countries from these two distinguished - uh - gentlemen.,"This sentence does not contain any factual claims that are checkworthy. It only mentions the receipt of a report back from two unnamed gentlemen from unspecified countries, which is not a fact that can be fact-checked using publicly available information."
14106,1,0.0,"On the 2nd debate, I offered, since both sides want the enterprise zones and we can't get together, I said I'll take a few days off and go to Washington and hold hands with you and we'll get it done.",This sentence is non-checkworthy as it contains a subjective statement ('I offered') and a hypothetical scenario ('I'll take a few days off and go to Washington and hold hands with you and we'll get it done'). There is no factual claim that can be verified using publicly available information.
18810,1,0.0,It was not my administration that put the sanctions on Iran.,This statement is an opinion and does not contain any factual claims that can be checked using publicly available information.
19861,1,0.0,"And, Senator, I remind you that a few years ago when I supported teacher testing while in my home state I was pretty well lambasted by the teachers association.","This sentence is non-checkworthy as it only contains a statement about past events and the speaker's personal experience, which are subjective and not factual."
1127,1,0.0,It's a fact they did.,"This sentence is non check-worthy as it contains no clear factual claim that can be verified using publicly available information. The phrase ""they did"" is vague and could refer to any number of things, making it difficult to fact-check. Therefore, the score would be 0 with the reasoning that the sentence is not check-worthy due to its lack of a clear factual claim."
17143,1,0.0,"And that's why the Congress, including the Republicans, have not gone along with the President's recommendations.","This sentence does not contain any factual claims that are checkworthy. It only mentions the actions of the Congress and the President, which are subjective and opinion-centered."
24928,1,0.0,I have ordered an investigation.,This sentence is non-checkworthy as it only contains a statement of action without any factual claims.
32739,1,0.0,"And we have -- look, I have 200 generals and admirals who endorsed me.","This statement is non-checkworthy as it only contains a subjective claim about the number of generals and admirals who endorsed a specific candidate, without providing any factual information that can be verified publicly."
13267,1,0.0,The reason Indochina was preserved was the result of the Geneva Conference which Indochina.,This sentence is non check-worthy as it only contains a trivial factual claim ('Indochina was preserved') and a subjective statement ('The reason Indochina was preserved was the result of the Geneva Conference'). There is no clear claim that can be fact-checked using publicly available information.
23820,1,0.0,I think the principal that separates me is that 5 and a half million people came together on their own and put me on the ballot.,"This sentence is non-checkworthy as it is an opinion statement about the principal that separates the speaker from others, and it does not contain any factual claims that can be checked using publicly available information."
7619,1,0.0,We expressed regrets for a flight over Eastern Germany under this Administration.,This sentence is non check-worthy as it only contains a statement of regret and does not contain any factual claims that can be verified using publicly available information.
3564,1,0.0,"And he's also right that oftentimes lobbyists and special interests are the ones that are introducing these kinds of requests, although that wasn't the case with me.","This sentence is non-checkworthy as it contains subjective statements and mentions a specific individual (me), which is not publicly available information."
16803,1,0.0,There's only been uh - a net savings of $4 billion.,"This sentence only contains a statement about a net savings of $4 billion, which is a trivial factual claim. It does not contain any salient or factual information that would be of interest to the general public."
26033,1,0.0,Their idea was to charge everybody more out-of-pocket costs in their budget that I vetoed.,This sentence contains a subjective statement ('everybody more out-of-pocket costs') and an opinion ('I vetoed'). It is not fact-checkable and therefore not check-worthy.
9291,1,0.0,"Because our energy is low cost, that are already beginning to come back because of our abundant energy.",This sentence is non check-worthy as it contains subjective statements and lacks clear factual claims.
33386,1,0.0,"I voted for border security, and there are..."," This sentence is non check-worthy as it only contains a subjective statement (""I voted for border security"") and a vague reference to ""there are"" without any specific claim or factual information. Therefore, the score would be 0 and the reasoning would be ""The sentence does not contain any factual or salient claim that can be fact-checked using publicly available information."""
25958,1,0.0,Cocaine use up 160 percent.,This sentence contains a non-factual claim and is not checkworthy as it is an error and an exaggeration. Cocaine use cannot increase by 160 percent.
1493,1,0.0,"As a matter of fact, I think when Gallup ran their first poll in December of 1975 they didn't put my name on the list.",This sentence is non-checkworthy as it contains an opinionated statement 'I think' and does not contain any factual claims that can be checked using publicly available information.
3716,1,0.0,"And we fixed it and we killed it and the people ended up in federal prison so I know how to do this because I've been involved these issues for many, many years.",This sentence is non check-worthy as it contains subjective statements and personal experiences that cannot be fact-checked using publicly available information.
12164,1,0.0,And they get health care.,"This sentence does not contain any factual claims that are checkworthy. It only states that people get healthcare, which is a commonplace statement and not something that requires fact-checking."
16808,1,0.0,And we've never had a president since the War between the States that vetoed more bills.,This statement is non-checkworthy as it is an opinion and does not contain any factual claims that can be verified using publicly available information.
19439,1,0.0,"Let me say again, we did have a drug czar in Arkansas, but he answered to the governor, just like this one answers to the President.","This sentence only contains a statement about a past fact (we had a drug czar in Arkansas) and how that past fact relates to the present (the current drug czar answers to the President). However, it does not contain any new or factual claims that are check-worthy as it only restates previously known information. Therefore, it is non-checkworthy."
12927,1,0.0,The President was unsuccessful; Chiang Kai-shek would not withdraw.,This sentence contains only subjective statements and does not contain any factual claims that can be checked using publicly available information.
29201,1,0.0,"When they sell into us, there's no tax.","This sentence is non check-worthy as it only contains a trivial factual claim about taxes not being imposed on sales into a certain location, which is a common occurrence in many countries and does not require fact-checking."
2432,1,0.0,"They put out a plan, a bipartisan plan.","This sentence is non-checkworthy as it only states that a plan has been put out, which is a trivial factual claim."
1343,1,0.0,The record just doesn't prove that such legislation or action by a local city council is effective.,"This sentence is non check-worthy as it only contains a subjective statement about the effectiveness of legislation or action by a local city council, which is a matter of opinion."
